ahe,bachelor,female,age
13.99,0.00,0.00,29.00
20.51,0.00,0.00,33.00
11.06,0.00,1.00,30.00
7.21,0.00,1.00,33.00
8.81,0.00,1.00,29.00
33.22,1.00,0.00,33.00
13.19,0.00,0.00,29.00
11.92,1.00,0.00,29.00
13.71,1.00,1.00,28.00
18.27,1.00,1.00,32.00
6.59,0.00,1.00,31.00
8.24,0.00,1.00,32.00
15.53,0.00,0.00,25.00
15.48,1.00,1.00,28.00
10.43,0.00,1.00,25.00
13.02,0.00,0.00,26.00
17.31,0.00,0.00,32.00
15.50,0.00,0.00,34.00
8.35,0.00,0.00,34.00
4.62,1.00,1.00,33.00
15.38,0.00,0.00,31.00
25.48,1.00,1.00,34.00
25.64,1.00,0.00,28.00
15.87,1.00,0.00,31.00
16.83,0.00,0.00,29.00
29.06,1.00,1.00,33.00
19.23,1.00,1.00,25.00
8.65,0.00,0.00,26.00
10.00,0.00,0.00,26.00
33.33,1.00,0.00,34.00
19.23,0.00,0.00,30.00
9.11,0.00,1.00,29.00
12.50,1.00,0.00,26.00
16.35,0.00,0.00,28.00
12.82,1.00,0.00,29.00
5.77,0.00,0.00,26.00
23.56,0.00,0.00,25.00
13.94,0.00,1.00,30.00
28.85,1.00,0.00,34.00
31.25,1.00,1.00,30.00
19.23,1.00,1.00,34.00
12.09,0.00,1.00,34.00
20.88,0.00,0.00,26.00
14.42,0.00,1.00,34.00
7.21,0.00,0.00,31.00
11.60,0.00,0.00,31.00
12.82,1.00,0.00,29.00
6.01,0.00,1.00,33.00
17.69,0.00,0.00,30.00
12.02,0.00,1.00,29.00
13.46,0.00,0.00,34.00
9.13,0.00,1.00,33.00
14.23,0.00,0.00,29.00
40.60,0.00,0.00,26.00
31.25,0.00,0.00,32.00
11.98,1.00,0.00,28.00
7.50,0.00,1.00,26.00
7.50,0.00,0.00,34.00
9.62,0.00,1.00,27.00
31.25,0.00,0.00,33.00
12.22,0.00,0.00,27.00
12.02,0.00,1.00,25.00
25.00,0.00,0.00,33.00
15.38,1.00,1.00,34.00
17.79,1.00,1.00,31.00
19.23,0.00,0.00,28.00
15.73,0.00,0.00,34.00
10.60,0.00,0.00,33.00
8.94,1.00,0.00,31.00
12.74,0.00,1.00,25.00
21.15,0.00,1.00,30.00
10.58,0.00,0.00,32.00
12.82,1.00,0.00,33.00
12.82,0.00,0.00,30.00
12.98,0.00,0.00,29.00
4.81,1.00,1.00,30.00
21.54,1.00,0.00,31.00
15.87,0.00,1.00,28.00
19.23,1.00,0.00,33.00
26.92,1.00,1.00,32.00
24.62,1.00,0.00,34.00
38.94,1.00,0.00,32.00
28.85,1.00,0.00,32.00
19.23,1.00,1.00,33.00
15.73,1.00,0.00,34.00
20.51,0.00,0.00,27.00
5.14,0.00,0.00,29.00
9.62,0.00,1.00,33.00
23.08,1.00,0.00,30.00
29.76,1.00,1.00,25.00
19.23,1.00,0.00,28.00
27.78,1.00,0.00,34.00
9.89,0.00,0.00,29.00
10.12,0.00,1.00,31.00
16.83,1.00,1.00,34.00
9.90,1.00,1.00,27.00
14.90,0.00,1.00,29.00
16.35,1.00,0.00,30.00
17.63,1.00,0.00,32.00
13.46,0.00,1.00,32.00
11.00,1.00,1.00,32.00
3.43,0.00,0.00,25.00
15.38,1.00,0.00,33.00
9.62,0.00,0.00,30.00
22.36,1.00,0.00,30.00
28.85,1.00,0.00,34.00
16.67,1.00,0.00,34.00
19.71,0.00,0.00,34.00
33.65,1.00,0.00,32.00
9.62,0.00,1.00,34.00
9.89,0.00,1.00,26.00
16.48,1.00,0.00,31.00
9.62,0.00,0.00,33.00
9.01,0.00,0.00,32.00
12.82,1.00,0.00,29.00
9.04,1.00,1.00,32.00
8.65,0.00,0.00,32.00
20.67,1.00,0.00,31.00
9.62,1.00,1.00,33.00
11.54,0.00,0.00,27.00
13.46,1.00,1.00,34.00
9.62,0.00,1.00,28.00
10.77,0.00,0.00,31.00
12.02,0.00,1.00,33.00
13.99,0.00,0.00,32.00
9.47,0.00,0.00,34.00
17.31,0.00,1.00,30.00
12.50,0.00,1.00,34.00
20.19,1.00,1.00,33.00
12.02,0.00,0.00,33.00
9.39,0.00,0.00,26.00
13.42,0.00,0.00,30.00
14.42,0.00,1.00,34.00
36.06,1.00,0.00,32.00
7.69,0.00,0.00,32.00
14.69,1.00,0.00,28.00
11.54,1.00,1.00,29.00
17.31,1.00,1.00,26.00
15.38,1.00,1.00,26.00
12.50,0.00,0.00,25.00
21.15,0.00,0.00,30.00
36.06,1.00,0.00,30.00
16.83,1.00,1.00,34.00
10.67,1.00,1.00,32.00
24.36,1.00,1.00,34.00
14.87,1.00,0.00,26.00
41.64,0.00,0.00,31.00
13.46,1.00,0.00,32.00
13.46,0.00,1.00,31.00
18.38,0.00,0.00,25.00
22.22,1.00,0.00,31.00
18.41,1.00,0.00,34.00
12.50,1.00,1.00,33.00
22.31,0.00,0.00,33.00
15.38,0.00,0.00,34.00
6.72,0.00,1.00,29.00
15.00,0.00,0.00,32.00
15.38,0.00,1.00,34.00
21.63,1.00,1.00,29.00
21.37,1.00,0.00,30.00
15.64,1.00,1.00,32.00
29.81,1.00,0.00,33.00
15.63,0.00,1.00,33.00
24.04,0.00,0.00,31.00
45.67,1.00,0.00,34.00
14.42,1.00,0.00,34.00
14.42,0.00,1.00,33.00
12.98,0.00,0.00,26.00
18.80,0.00,0.00,32.00
10.58,1.00,0.00,29.00
11.32,0.00,1.00,27.00
24.04,1.00,0.00,32.00
40.87,1.00,0.00,34.00
18.27,0.00,0.00,30.00
13.74,0.00,1.00,32.00
15.79,1.00,1.00,32.00
19.23,1.00,0.00,28.00
19.71,1.00,1.00,29.00
30.00,1.00,1.00,28.00
9.62,0.00,1.00,34.00
8.00,0.00,1.00,28.00
6.73,0.00,0.00,31.00
36.98,0.00,0.00,33.00
3.37,0.00,0.00,32.00
13.46,0.00,0.00,29.00
10.44,0.00,1.00,28.00
34.62,1.00,0.00,27.00
9.29,0.00,1.00,30.00
14.42,0.00,0.00,29.00
11.67,0.00,1.00,33.00
40.06,1.00,0.00,29.00
9.62,1.00,1.00,25.00
13.46,1.00,0.00,31.00
15.00,0.00,0.00,27.00
20.67,0.00,1.00,34.00
13.33,1.00,0.00,27.00
19.23,0.00,1.00,25.00
19.23,0.00,0.00,25.00
21.15,1.00,1.00,29.00
21.15,1.00,0.00,30.00
9.62,0.00,1.00,30.00
17.31,0.00,1.00,29.00
10.82,0.00,0.00,30.00
26.22,0.00,0.00,32.00
26.92,1.00,0.00,28.00
23.50,1.00,1.00,29.00
24.00,0.00,1.00,32.00
20.94,0.00,0.00,32.00
32.69,1.00,0.00,34.00
23.63,1.00,1.00,34.00
18.27,0.00,0.00,28.00
21.63,1.00,1.00,28.00
19.71,0.00,1.00,30.00
10.68,0.00,1.00,26.00
19.23,0.00,0.00,31.00
29.81,0.00,0.00,30.00
18.03,0.00,0.00,29.00
14.10,0.00,0.00,27.00
9.62,1.00,0.00,29.00
23.56,0.00,1.00,28.00
14.38,0.00,0.00,33.00
9.00,0.00,0.00,33.00
7.21,0.00,1.00,33.00
9.23,0.00,1.00,30.00
10.26,0.00,0.00,29.00
13.22,0.00,0.00,30.00
20.38,1.00,0.00,29.00
15.24,1.00,1.00,33.00
26.32,1.00,1.00,33.00
23.08,1.00,0.00,30.00
14.42,1.00,1.00,33.00
11.11,0.00,0.00,33.00
16.83,0.00,0.00,30.00
12.54,0.00,0.00,30.00
7.69,1.00,1.00,33.00
16.83,0.00,0.00,34.00
12.02,0.00,0.00,33.00
9.89,0.00,1.00,28.00
8.65,0.00,1.00,31.00
8.65,0.00,0.00,31.00
18.70,0.00,0.00,34.00
48.08,1.00,1.00,34.00
21.15,1.00,1.00,32.00
5.77,0.00,1.00,28.00
15.80,0.00,0.00,28.00
18.75,0.00,1.00,31.00
8.33,1.00,1.00,28.00
12.02,0.00,0.00,25.00
8.01,0.00,0.00,27.00
12.90,0.00,1.00,28.00
9.62,0.00,1.00,33.00
26.50,0.00,0.00,34.00
6.66,0.00,1.00,27.00
4.36,0.00,1.00,33.00
12.92,1.00,1.00,32.00
19.95,0.00,0.00,29.00
15.38,0.00,0.00,34.00
11.54,0.00,1.00,26.00
12.50,1.00,1.00,34.00
8.55,0.00,0.00,34.00
11.97,0.00,0.00,34.00
12.02,1.00,1.00,33.00
16.35,1.00,0.00,34.00
12.02,0.00,1.00,33.00
25.89,0.00,0.00,34.00
27.24,1.00,0.00,34.00
13.46,1.00,1.00,27.00
18.16,0.00,0.00,32.00
18.75,0.00,0.00,32.00
23.08,0.00,0.00,26.00
13.85,0.00,0.00,28.00
11.19,0.00,0.00,28.00
2.10,0.00,1.00,26.00
17.09,0.00,0.00,30.00
13.37,1.00,1.00,29.00
5.13,0.00,1.00,31.00
28.85,1.00,0.00,30.00
11.06,1.00,1.00,29.00
14.42,0.00,0.00,31.00
48.08,1.00,1.00,31.00
12.31,1.00,0.00,28.00
25.48,1.00,0.00,33.00
11.64,0.00,0.00,26.00
15.56,0.00,1.00,27.00
11.06,0.00,1.00,27.00
22.60,1.00,0.00,31.00
12.98,0.00,0.00,32.00
21.48,1.00,1.00,31.00
45.67,1.00,0.00,33.00
32.97,0.00,0.00,33.00
25.99,1.00,1.00,33.00
24.95,1.00,0.00,26.00
21.63,1.00,0.00,34.00
15.38,0.00,1.00,31.00
21.63,0.00,0.00,25.00
18.75,0.00,0.00,25.00
31.25,1.00,0.00,32.00
16.83,0.00,1.00,34.00
16.35,0.00,0.00,34.00
13.46,0.00,0.00,34.00
17.98,0.00,0.00,31.00
19.23,0.00,0.00,27.00
7.21,0.00,0.00,29.00
11.25,0.00,1.00,27.00
11.25,0.00,1.00,27.00
21.15,1.00,1.00,31.00
7.31,0.00,1.00,26.00
11.22,0.00,1.00,29.00
17.79,0.00,0.00,33.00
11.44,0.00,1.00,34.00
25.00,0.00,0.00,34.00
17.15,0.00,1.00,26.00
19.23,0.00,0.00,28.00
19.23,1.00,1.00,30.00
18.27,1.00,1.00,25.00
15.69,1.00,0.00,34.00
10.10,0.00,1.00,33.00
18.27,0.00,1.00,31.00
31.39,1.00,1.00,34.00
17.09,1.00,1.00,33.00
8.17,1.00,1.00,32.00
7.21,0.00,1.00,34.00
16.83,0.00,1.00,33.00
19.23,1.00,0.00,27.00
18.56,1.00,1.00,28.00
25.00,0.00,0.00,33.00
5.38,0.00,1.00,33.00
20.00,0.00,0.00,34.00
16.03,0.00,0.00,34.00
5.29,0.00,1.00,33.00
11.54,0.00,1.00,32.00
28.57,0.00,0.00,31.00
9.29,1.00,1.00,28.00
8.24,1.00,0.00,29.00
15.38,0.00,0.00,27.00
22.60,0.00,0.00,34.00
17.79,0.00,0.00,34.00
5.96,0.00,1.00,34.00
15.93,1.00,0.00,28.00
15.38,0.00,0.00,33.00
20.12,1.00,0.00,27.00
28.85,1.00,1.00,33.00
5.00,0.00,0.00,28.00
12.02,0.00,1.00,32.00
12.02,0.00,1.00,30.00
15.87,0.00,0.00,33.00
10.53,0.00,1.00,33.00
10.92,1.00,1.00,27.00
10.38,0.00,1.00,28.00
13.68,0.00,0.00,26.00
14.90,0.00,0.00,29.00
17.79,1.00,0.00,29.00
21.37,1.00,1.00,28.00
9.60,0.00,1.00,30.00
57.69,0.00,0.00,28.00
25.48,0.00,0.00,31.00
30.77,1.00,0.00,34.00
45.67,0.00,0.00,34.00
15.38,0.00,1.00,31.00
13.94,0.00,0.00,34.00
14.90,0.00,0.00,34.00
11.06,0.00,1.00,26.00
18.27,0.00,1.00,34.00
10.58,0.00,1.00,26.00
9.13,0.00,0.00,34.00
12.50,1.00,0.00,34.00
16.03,0.00,0.00,34.00
11.78,0.00,1.00,26.00
5.54,0.00,1.00,25.00
8.65,0.00,0.00,30.00
16.83,1.00,0.00,31.00
33.17,1.00,0.00,34.00
10.65,0.00,0.00,32.00
17.89,1.00,1.00,34.00
8.17,0.00,0.00,29.00
11.54,0.00,0.00,29.00
13.14,0.00,0.00,32.00
8.41,1.00,0.00,27.00
12.50,1.00,0.00,33.00
20.77,0.00,0.00,34.00
15.38,1.00,1.00,29.00
37.98,1.00,1.00,27.00
11.77,0.00,1.00,28.00
26.92,1.00,1.00,26.00
28.85,1.00,0.00,34.00
8.55,0.00,1.00,29.00
19.23,0.00,0.00,33.00
40.60,1.00,0.00,34.00
8.50,0.00,0.00,32.00
11.54,1.00,1.00,29.00
5.29,0.00,1.00,32.00
12.69,0.00,0.00,30.00
5.38,0.00,1.00,27.00
19.23,1.00,0.00,29.00
13.27,1.00,0.00,28.00
24.04,1.00,0.00,31.00
20.00,1.00,1.00,34.00
51.28,1.00,0.00,34.00
15.45,1.00,0.00,29.00
3.85,0.00,0.00,28.00
13.13,0.00,1.00,33.00
14.90,1.00,0.00,33.00
16.11,1.00,1.00,31.00
31.25,0.00,0.00,29.00
36.54,1.00,1.00,30.00
28.63,1.00,1.00,33.00
33.46,1.00,0.00,34.00
24.04,1.00,1.00,32.00
11.54,0.00,0.00,34.00
13.74,0.00,1.00,32.00
16.83,1.00,0.00,30.00
46.15,1.00,0.00,34.00
30.77,1.00,0.00,29.00
20.57,0.00,1.00,33.00
16.54,1.00,0.00,30.00
43.92,0.00,0.00,25.00
16.90,1.00,0.00,33.00
35.47,1.00,0.00,33.00
19.69,1.00,0.00,33.00
16.83,0.00,0.00,30.00
33.65,1.00,0.00,26.00
14.90,0.00,0.00,34.00
13.46,0.00,1.00,33.00
12.02,1.00,1.00,27.00
18.00,0.00,0.00,33.00
33.65,1.00,0.00,34.00
10.00,0.00,0.00,25.00
7.69,0.00,1.00,26.00
17.31,1.00,0.00,33.00
29.49,1.00,1.00,32.00
3.06,0.00,1.00,27.00
25.64,1.00,0.00,34.00
22.88,1.00,0.00,34.00
20.19,1.00,0.00,32.00
28.22,0.00,0.00,25.00
12.50,0.00,1.00,26.00
30.40,0.00,1.00,32.00
15.38,0.00,0.00,27.00
9.62,0.00,0.00,26.00
13.46,0.00,0.00,33.00
12.02,0.00,1.00,27.00
27.40,1.00,0.00,30.00
8.17,0.00,1.00,27.00
10.58,0.00,1.00,28.00
6.25,0.00,1.00,34.00
16.83,1.00,1.00,34.00
15.38,0.00,0.00,30.00
14.42,1.00,1.00,34.00
34.19,1.00,1.00,34.00
6.92,0.00,1.00,27.00
23.50,1.00,1.00,33.00
10.77,0.00,0.00,26.00
20.19,0.00,0.00,34.00
33.65,0.00,0.00,32.00
24.04,0.00,0.00,30.00
17.68,0.00,0.00,30.00
8.76,0.00,0.00,34.00
7.21,0.00,1.00,26.00
23.08,1.00,0.00,31.00
11.27,1.00,1.00,25.00
15.38,0.00,0.00,30.00
10.91,0.00,1.00,29.00
12.98,0.00,1.00,34.00
20.09,0.00,0.00,33.00
12.63,1.00,1.00,27.00
39.90,1.00,0.00,33.00
11.06,0.00,0.00,29.00
13.99,0.00,0.00,31.00
25.00,0.00,0.00,34.00
33.65,1.00,0.00,33.00
19.23,0.00,0.00,32.00
5.00,0.00,1.00,26.00
13.74,1.00,1.00,34.00
28.53,0.00,0.00,32.00
30.77,1.00,0.00,33.00
10.68,1.00,0.00,31.00
18.75,0.00,0.00,33.00
45.67,1.00,1.00,30.00
8.17,0.00,1.00,29.00
17.31,0.00,1.00,31.00
21.63,0.00,0.00,25.00
59.13,1.00,0.00,29.00
25.00,0.00,0.00,28.00
21.37,1.00,1.00,34.00
8.17,0.00,1.00,25.00
6.73,0.00,0.00,30.00
11.06,0.00,0.00,30.00
21.15,1.00,1.00,29.00
17.23,0.00,0.00,31.00
38.46,1.00,0.00,33.00
24.04,0.00,0.00,33.00
24.04,1.00,0.00,31.00
11.09,1.00,1.00,34.00
11.58,1.00,1.00,34.00
12.36,0.00,0.00,25.00
8.38,0.00,1.00,26.00
14.90,0.00,1.00,26.00
10.68,0.00,0.00,30.00
14.42,0.00,1.00,33.00
7.21,0.00,1.00,26.00
7.41,0.00,1.00,32.00
21.63,0.00,0.00,32.00
28.85,1.00,0.00,29.00
26.25,1.00,1.00,30.00
25.48,1.00,0.00,31.00
5.00,0.00,1.00,26.00
19.23,1.00,0.00,27.00
13.74,0.00,0.00,27.00
17.31,0.00,1.00,32.00
8.17,1.00,0.00,25.00
27.24,0.00,0.00,32.00
6.11,0.00,0.00,31.00
19.23,1.00,1.00,31.00
20.00,0.00,0.00,34.00
26.44,0.00,0.00,33.00
9.62,1.00,0.00,29.00
12.50,0.00,0.00,27.00
8.65,0.00,0.00,30.00
21.37,1.00,0.00,34.00
9.90,1.00,1.00,32.00
14.00,0.00,1.00,31.00
24.73,0.00,0.00,25.00
11.54,0.00,0.00,27.00
23.08,0.00,1.00,32.00
6.73,0.00,0.00,29.00
45.52,0.00,1.00,33.00
17.31,1.00,1.00,28.00
14.90,0.00,0.00,34.00
10.56,0.00,0.00,30.00
8.79,0.00,1.00,27.00
14.90,1.00,1.00,26.00
37.50,1.00,0.00,31.00
16.48,0.00,0.00,26.00
18.23,0.00,0.00,25.00
23.08,1.00,0.00,26.00
4.66,0.00,0.00,31.00
14.42,1.00,1.00,32.00
23.08,1.00,1.00,28.00
19.23,1.00,1.00,28.00
16.83,1.00,1.00,26.00
33.65,1.00,0.00,30.00
40.77,1.00,0.00,25.00
12.50,1.00,1.00,25.00
20.77,0.00,0.00,30.00
25.00,1.00,0.00,26.00
13.71,1.00,1.00,28.00
28.46,1.00,0.00,31.00
13.46,0.00,1.00,34.00
4.81,1.00,0.00,33.00
8.14,0.00,0.00,30.00
19.23,0.00,0.00,33.00
19.23,1.00,0.00,33.00
21.15,1.00,1.00,33.00
20.19,1.00,1.00,31.00
20.96,1.00,0.00,32.00
10.78,1.00,0.00,33.00
21.54,1.00,0.00,31.00
12.50,1.00,1.00,29.00
25.00,1.00,0.00,29.00
19.23,1.00,1.00,34.00
14.42,0.00,0.00,34.00
28.85,1.00,0.00,31.00
15.00,0.00,0.00,27.00
19.23,0.00,0.00,33.00
38.46,1.00,0.00,33.00
40.87,1.00,0.00,33.00
11.06,1.00,0.00,33.00
11.54,1.00,1.00,32.00
5.77,1.00,0.00,29.00
12.02,0.00,1.00,34.00
12.50,0.00,1.00,26.00
20.88,0.00,0.00,30.00
4.81,1.00,1.00,27.00
7.31,0.00,0.00,29.00
11.00,0.00,0.00,32.00
7.21,0.00,1.00,33.00
9.62,1.00,0.00,31.00
25.00,1.00,1.00,27.00
39.90,1.00,1.00,30.00
10.16,0.00,0.00,25.00
8.17,0.00,1.00,29.00
33.17,1.00,0.00,31.00
5.77,0.00,1.00,29.00
21.50,0.00,0.00,31.00
15.00,0.00,1.00,33.00
15.38,1.00,1.00,32.00
24.04,1.00,1.00,31.00
2.31,1.00,1.00,26.00
16.35,1.00,0.00,29.00
27.47,1.00,0.00,33.00
12.00,0.00,0.00,26.00
14.75,0.00,0.00,34.00
13.46,0.00,1.00,33.00
14.42,1.00,1.00,27.00
11.00,0.00,1.00,31.00
11.54,0.00,0.00,32.00
26.92,1.00,1.00,34.00
12.02,0.00,0.00,32.00
15.38,0.00,0.00,30.00
14.42,0.00,1.00,28.00
5.77,0.00,0.00,27.00
13.94,0.00,0.00,26.00
18.27,1.00,1.00,31.00
10.38,0.00,0.00,32.00
10.00,0.00,1.00,34.00
34.62,0.00,0.00,27.00
27.69,0.00,1.00,26.00
6.92,0.00,1.00,33.00
14.42,0.00,0.00,27.00
10.26,0.00,0.00,27.00
10.99,0.00,0.00,26.00
10.12,1.00,0.00,31.00
13.46,0.00,0.00,26.00
40.87,1.00,0.00,30.00
8.65,0.00,0.00,29.00
23.08,0.00,1.00,29.00
16.83,0.00,0.00,27.00
10.58,0.00,1.00,26.00
17.31,0.00,0.00,34.00
9.13,0.00,1.00,29.00
21.63,1.00,0.00,29.00
10.02,0.00,1.00,28.00
30.77,0.00,0.00,33.00
19.71,0.00,0.00,29.00
19.23,0.00,0.00,34.00
26.44,1.00,1.00,27.00
10.00,0.00,1.00,28.00
10.00,0.00,1.00,34.00
15.02,1.00,0.00,27.00
11.50,1.00,0.00,27.00
12.82,0.00,0.00,30.00
12.50,0.00,1.00,32.00
34.62,1.00,0.00,30.00
20.19,0.00,0.00,28.00
21.63,0.00,0.00,32.00
9.13,0.00,0.00,25.00
20.19,0.00,0.00,28.00
32.21,1.00,0.00,29.00
16.67,1.00,0.00,33.00
16.83,1.00,0.00,33.00
13.94,1.00,0.00,30.00
14.42,0.00,0.00,28.00
19.23,0.00,0.00,34.00
16.83,1.00,1.00,26.00
33.65,1.00,0.00,33.00
24.04,1.00,1.00,31.00
16.83,1.00,1.00,26.00
40.38,1.00,1.00,33.00
11.11,0.00,0.00,26.00
9.62,1.00,1.00,26.00
13.46,0.00,0.00,30.00
12.98,0.00,0.00,34.00
22.60,0.00,0.00,29.00
16.92,0.00,0.00,34.00
17.48,0.00,0.00,30.00
22.65,1.00,1.00,33.00
13.74,0.00,1.00,25.00
13.70,0.00,1.00,34.00
11.36,0.00,1.00,30.00
14.90,1.00,1.00,32.00
13.46,1.00,0.00,27.00
8.74,1.00,1.00,28.00
9.44,0.00,1.00,33.00
31.73,1.00,0.00,34.00
10.78,0.00,1.00,33.00
17.31,1.00,0.00,33.00
32.69,0.00,0.00,30.00
9.94,0.00,0.00,29.00
26.42,1.00,1.00,34.00
17.31,0.00,0.00,26.00
11.14,0.00,1.00,26.00
9.62,0.00,0.00,27.00
19.61,0.00,1.00,32.00
38.46,1.00,0.00,28.00
32.21,1.00,1.00,25.00
9.62,0.00,1.00,27.00
28.37,0.00,0.00,34.00
11.63,1.00,1.00,26.00
16.67,1.00,1.00,29.00
38.46,1.00,0.00,30.00
33.65,1.00,0.00,33.00
12.24,1.00,0.00,29.00
16.03,1.00,1.00,34.00
19.71,1.00,0.00,33.00
33.65,0.00,0.00,32.00
10.58,0.00,1.00,27.00
17.31,0.00,1.00,32.00
14.42,0.00,0.00,28.00
24.04,0.00,0.00,25.00
13.46,0.00,0.00,32.00
16.83,0.00,1.00,27.00
8.65,0.00,1.00,34.00
24.04,1.00,0.00,33.00
7.50,0.00,1.00,31.00
17.31,1.00,0.00,28.00
21.63,0.00,0.00,34.00
12.02,0.00,1.00,33.00
7.58,0.00,0.00,26.00
19.23,1.00,0.00,30.00
7.69,0.00,0.00,26.00
42.07,1.00,1.00,34.00
16.83,0.00,0.00,34.00
6.25,0.00,1.00,25.00
15.22,0.00,0.00,30.00
17.31,1.00,1.00,29.00
9.62,0.00,1.00,25.00
9.23,0.00,0.00,34.00
2.40,0.00,0.00,34.00
19.23,1.00,1.00,33.00
25.77,1.00,0.00,32.00
24.04,1.00,0.00,30.00
24.48,0.00,0.00,32.00
12.96,1.00,0.00,33.00
7.10,0.00,0.00,32.00
33.08,1.00,1.00,33.00
34.62,0.00,0.00,30.00
39.54,1.00,0.00,34.00
19.23,1.00,1.00,30.00
25.00,1.00,1.00,27.00
8.00,0.00,0.00,29.00
31.25,0.00,0.00,29.00
18.32,0.00,0.00,32.00
38.46,1.00,0.00,26.00
9.70,0.00,1.00,27.00
25.64,0.00,0.00,27.00
17.03,1.00,1.00,32.00
18.27,1.00,0.00,26.00
31.73,1.00,0.00,34.00
7.91,0.00,1.00,33.00
12.00,0.00,0.00,25.00
18.75,0.00,0.00,34.00
14.53,0.00,0.00,28.00
22.22,0.00,0.00,34.00
16.38,1.00,1.00,25.00
12.50,0.00,0.00,33.00
12.50,0.00,0.00,27.00
5.29,1.00,1.00,30.00
9.62,0.00,0.00,32.00
24.36,1.00,0.00,25.00
12.02,0.00,0.00,28.00
13.46,0.00,1.00,30.00
15.63,0.00,0.00,28.00
18.12,0.00,1.00,29.00
16.83,1.00,1.00,32.00
14.42,0.00,1.00,28.00
26.44,0.00,0.00,26.00
16.83,0.00,0.00,32.00
17.69,1.00,1.00,30.00
10.10,0.00,0.00,32.00
12.00,0.00,0.00,34.00
11.54,0.00,1.00,28.00
13.46,0.00,0.00,27.00
10.68,0.00,0.00,25.00
27.69,1.00,0.00,31.00
14.42,1.00,1.00,33.00
9.96,0.00,1.00,26.00
15.00,0.00,0.00,27.00
27.47,1.00,0.00,31.00
15.38,1.00,0.00,34.00
4.23,0.00,1.00,34.00
16.71,0.00,0.00,29.00
25.00,0.00,0.00,27.00
19.23,1.00,1.00,34.00
15.38,1.00,1.00,29.00
12.02,0.00,0.00,34.00
9.21,0.00,1.00,33.00
20.67,0.00,0.00,33.00
13.46,0.00,0.00,32.00
15.47,1.00,1.00,30.00
10.42,0.00,1.00,32.00
9.62,1.00,1.00,30.00
40.77,1.00,0.00,33.00
17.95,0.00,0.00,29.00
20.94,1.00,1.00,34.00
19.23,1.00,0.00,31.00
3.42,1.00,0.00,25.00
37.96,1.00,0.00,27.00
13.89,0.00,0.00,32.00
13.13,0.00,1.00,32.00
14.42,1.00,0.00,34.00
12.98,1.00,0.00,27.00
12.98,0.00,1.00,33.00
16.06,0.00,1.00,33.00
16.67,1.00,0.00,30.00
19.23,1.00,0.00,31.00
9.77,0.00,0.00,28.00
9.13,0.00,0.00,33.00
15.38,0.00,0.00,29.00
12.02,1.00,1.00,28.00
15.38,0.00,0.00,28.00
12.02,0.00,1.00,26.00
6.92,0.00,1.00,31.00
9.13,0.00,1.00,31.00
9.62,0.00,0.00,32.00
28.85,1.00,0.00,34.00
11.00,0.00,1.00,31.00
14.42,0.00,1.00,31.00
16.64,0.00,0.00,30.00
8.00,0.00,0.00,31.00
2.96,0.00,0.00,29.00
3.57,0.00,0.00,25.00
5.77,0.00,0.00,33.00
3.61,0.00,1.00,27.00
9.50,0.00,1.00,25.00
17.86,0.00,1.00,33.00
9.62,0.00,0.00,26.00
13.74,0.00,1.00,32.00
16.59,0.00,0.00,27.00
31.80,1.00,0.00,32.00
24.04,1.00,0.00,33.00
14.95,1.00,1.00,31.00
12.02,0.00,1.00,33.00
8.50,1.00,1.00,27.00
16.35,1.00,0.00,30.00
13.76,1.00,0.00,29.00
17.31,1.00,0.00,31.00
19.78,1.00,1.00,26.00
14.42,1.00,0.00,30.00
20.00,1.00,0.00,31.00
25.00,1.00,0.00,33.00
17.31,1.00,0.00,34.00
13.46,0.00,1.00,27.00
21.15,1.00,0.00,32.00
15.38,0.00,0.00,31.00
5.95,0.00,1.00,34.00
9.62,0.00,0.00,26.00
12.02,1.00,0.00,25.00
17.79,1.00,0.00,32.00
16.83,1.00,1.00,29.00
18.27,1.00,0.00,26.00
24.04,1.00,0.00,27.00
16.24,0.00,0.00,30.00
40.87,1.00,1.00,30.00
19.71,0.00,1.00,31.00
4.44,0.00,0.00,34.00
12.02,0.00,1.00,28.00
16.83,0.00,0.00,34.00
14.42,0.00,1.00,32.00
7.21,0.00,0.00,30.00
29.81,0.00,0.00,30.00
8.00,0.00,0.00,25.00
11.75,0.00,0.00,32.00
13.78,0.00,0.00,33.00
14.29,1.00,1.00,27.00
9.62,1.00,1.00,27.00
15.87,1.00,1.00,32.00
10.58,1.00,0.00,26.00
40.87,1.00,0.00,33.00
12.02,0.00,0.00,33.00
12.02,1.00,1.00,33.00
16.83,1.00,1.00,33.00
10.58,0.00,1.00,29.00
14.79,0.00,0.00,34.00
10.68,0.00,0.00,32.00
6.77,0.00,1.00,30.00
11.54,1.00,1.00,34.00
8.04,0.00,1.00,33.00
4.27,0.00,1.00,29.00
21.50,0.00,0.00,30.00
41.45,1.00,0.00,32.00
36.06,1.00,0.00,32.00
6.25,0.00,1.00,29.00
26.92,1.00,0.00,33.00
16.83,1.00,1.00,25.00
24.04,0.00,0.00,30.00
12.02,0.00,1.00,26.00
23.08,1.00,1.00,26.00
17.79,0.00,0.00,26.00
24.29,0.00,0.00,32.00
8.55,0.00,0.00,33.00
12.98,1.00,1.00,32.00
7.69,1.00,0.00,29.00
12.02,0.00,0.00,33.00
7.34,0.00,1.00,28.00
